x,y,headinng,sonar_ang,read,expected
40.0,68.0,-90.0,-42.0,43.0,44.13511276245117
40.0,68.0,-90.0,-43.0,42.0,44.50407791137695
40.0,68.0,-90.0,-44.0,42.0,44.89305114746094
40.0,68.0,-90.0,-45.0,43.0,45.30280303955078
40.0,68.0,-90.0,-46.0,43.0,45.734161376953125
40.0,68.0,-90.0,-47.0,44.0,46.18802261352539
40.0,68.0,-90.0,-48.0,80.0,46.66533660888672
40.0,68.0,-90.0,-49.0,44.0,47.167137145996094
40.0,68.0,-90.0,-50.0,79.0,47.69453048706055
40.0,68.0,-90.0,-51.0,78.0,48.24871826171875
40.0,68.0,-90.0,-52.0,78.0,48.83098220825195
40.0,68.0,-90.0,-53.0,78.0,49.442718505859375
40.0,68.0,-90.0,-54.0,78.0,50.085426330566406
40.0,68.0,-90.0,-55.0,78.0,50.76072692871094
40.0,68.0,-90.0,-56.0,78.0,51.47038269042969
40.0,68.0,-90.0,-57.0,77.0,52.21629333496094
40.0,68.0,-90.0,-58.0,77.0,53.000518798828125
40.0,68.0,-90.0,-59.0,71.0,53.8253059387207
40.0,68.0,-90.0,-60.0,70.0,54.69309616088867
40.0,68.0,-90.0,-61.0,70.0,55.606544494628906
40.0,68.0,-90.0,-62.0,255.0,56.56854248046875
40.0,68.0,-90.0,-63.0,69.0,57.58226013183594
40.0,68.0,-90.0,-64.0,69.0,58.65116882324219
40.0,68.0,-90.0,-65.0,69.0,59.77906036376953
40.0,68.0,-90.0,-66.0,69.0,60.97012710571289
40.0,68.0,-90.0,-67.0,69.0,62.22895050048828
40.0,68.0,-90.0,-68.0,68.0,63.560630798339844
40.0,68.0,-90.0,-69.0,68.0,64.97077178955078
40.0,68.0,-90.0,-70.0,68.0,66.4655990600586
40.0,68.0,-90.0,-71.0,68.0,68.04145050048828
40.0,68.0,-90.0,-72.0,68.0,68.01036071777344
40.0,68.0,-90.0,-73.0,67.0,68.0
40.0,68.0,-90.0,-74.0,67.0,68.0
40.0,68.0,-90.0,-75.0,67.0,68.0
40.0,68.0,-90.0,-76.0,67.0,68.0
40.0,68.0,-90.0,-77.0,67.0,68.0
40.0,68.0,-90.0,-78.0,67.0,68.0
40.0,68.0,-90.0,-79.0,67.0,68.0
40.0,68.0,-90.0,-80.0,67.0,68.0
40.0,68.0,-90.0,-81.0,66.0,68.0
40.0,68.0,-90.0,-82.0,66.0,68.0
40.0,68.0,-90.0,-83.0,66.0,68.0
40.0,68.0,-90.0,-84.0,66.0,68.0
40.0,68.0,-90.0,-85.0,66.0,68.0
40.0,68.0,-90.0,-86.0,66.0,68.0
40.0,68.0,-90.0,-87.0,66.0,68.0
40.0,68.0,-90.0,-88.0,66.0,68.0
40.0,68.0,-90.0,-89.0,66.0,68.0
40.0,68.0,-90.0,-90.0,66.0,68.0
